id	label	premise	hipothesis
366	Entailment	The fish is being fried by a woman	A woman is cooking fish
367	Entailment	A woman is cooking a pork chop that is breaded	A woman is cooking empanada pork chop
368	Entailment	A woman is peeling a potato	A potato is being peeled by a woman
369	Entailment	A large dog is walking outside and holding a colorful toy in its mouth.	The big dog is walking outside and is carrying a colorful toy in its mouth
370	Entailment	The boy on the grass is lying down and is holding the soccer ball between his feet	The soccer ball is between the feet of a boy who is lying on the grass
371	Entailment	A harp is being played by a man	A man is playing a harp
372	Entailment	Two people are standing on a motorcycle	Two people are riding a bike
373	Entailment	A magic trick is being performed by the magician	The man is doing a magic trick
374	Entailment	A child in a red suit is jumping dangerously on a trampoline	A child in red clothes is jumping on a trampoline
375	Entailment	A small child is riding a plastic motorcycle	A small child is playing with a plastic motorcycle
376	Entailment	A dog, which is brown, is jumping in the air	A brown dog is jumping in the air
377	Entailment	A man is quickly mincing some mushrooms with a knife	A person is quickly cutting mushrooms with a knife.
378	Entailment	A dog that has white and brown fur is trotting in the shallows	A dog that has brown and white fur is trotting in the shallows
379	Entailment	A light brown dog is running up the street	The light brown dog is running up the street
380	Entailment	A woman is cutting broccoli	Broccoli are being cut by a woman
381	Entailment	A man is riding a horse in the desert	A man is riding a horse on a sandy ground.
382	Entailment	Smiling boy in winter clothes is waving his gloved hands outside the building in the snow	A smiling boy in winter clothes is waving his gloved hands outside a snow building
383	Entailment	Rhino is grazing in the grass	An animal is grazing in a field
384	Entailment	A black man is deftly dancing break on the floor	A black man is dancing break on the sidewalk
385	Entailment	A tiny brown and white dog is running on the sidewalk.	A little brown and white dog is running on the sidewalk
386	Entailment	Some men are playing cricket	Some people are playing cricket
387	Entailment	The woman is riding elephant	The elephant is being ridden by the woman
388	Entailment	The boy is riding a bicycle on top of a metal fence	A cyclist is pedaling over the top of a fence
389	Entailment	The man is hammering a nail with a camera	A camera is being hung on the nail by a man
390	Entailment	A woman is using a sewing machine.	A woman is using a sewing machine
391	Entailment	A young child is riding a bicycle on a bumpy dirt track	A young child is riding a bicycle on a bumpy dirt path
392	Entailment	A woman is cracking eggs	A woman is breaking eggs
393	Entailment	A man is talking	A man is talking
394	Entailment	A little white dog is running across the lawn	A white wee dog is running on a lawn
395	Entailment	A man is riding a motorcycle at a motocross-related event.	A person is riding a motorbike at a motocross-related event.
396	Entailment	A woman is absently peeling a potato	A woman is peeling a potato
397	Entailment	A teenage boy is talking to a girl with an internet camera	A teenage boy is talking to a girl with a webcam
398	Entailment	A cat is eagerly eating corn on the cob	A cat is eating some corn
399	Entailment	The woman is stirring meat in a bowl	A lady is mixing a meat mixture in a bowl.
400	Entailment	A man is carrying a woman	A woman is being carried by a man
401	Entailment	A woman is catching and holding a kangaroo baby	A woman is catching and holding a baby kangaroo in her arms.
402	Entailment	A racket is being held by a tennis player in the middle of the game.	A tennis player in the middle of the game is holding a racket
403	Entailment	The bike is being pedaled by a girl in a weird outfit	A girl in strange clothes is riding the bicycle
404	Entailment	A child in red clothes is jumping on a trampoline	A small boy in red clothes is jumping in the air
405	Entailment	A black dog is playing with a brown dog in the sand	The black dog is playing with the brown dog in the sand
406	Entailment	The men are playing soccer	The men are playing with a ball
407	Entailment	A small girl is playing a grand piano on stage	A little girl is playing the piano
408	Entailment	Two people are wading by the water	A group of people are wading through the water.
409	Entailment	Young boy in a blue shirt is jumping into the water	A young boy in the blue shirt is jumping in the water
410	Entailment	A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside	A blonde woman is sitting on the roof of a yellow vehicle and two people are inside
411	Entailment	The violin is being played by a woman	A woman is playing the violin
412	Entailment	Some old women are talking	Some women are talking
413	Entailment	The girl is carrying a board and is being followed by a group of people.	The girl is carrying a sign and a group of people are following her
414	Entailment	Some people playing soccer are kicking a soccer ball into the goal	Soccer players are kicking a soccer ball in the goal
415	Entailment	A man is performing tricks with a soccer ball	A man is kicking a soccer ball on the pitch
416	Entailment	A woman is slicing a potato	A woman is cutting a potato
417	Entailment	An oriental lady is cutting a carrot into thin pieces	Carrot is being sliced by a woman
418	Entailment	Two kids are playing in a statue	Wee kids are climbing a statue in a park
419	Entailment	A man is shooting with a shotgun.	A man is firing a gun
420	Entailment	Four Middle Eastern children, three girls and one boy, are climbing into the cave with a pink interior.	A group of children are playing in a colorful structure.
421	Entailment	A man is breaking wooden tables with his hand.	A man is breaking planks made of wood with his hands.
422	Entailment	A married couple is walking down the aisle	A married couple is walking down the aisle
423	Entailment	A man is spreading dough	The dough is being stretched by a man
424	Entailment	A woman is vigorously breaking two eggs in a bowl.	A woman is breaking two eggs in a bowl
425	Entailment	A man is talking	A man is talking
426	Entailment	The man is lifting dumbbells	A man is lifting bars
427	Entailment	A man is standing next to a bird cage that is large and colorful.	A man is standing near a large and colorful bird cage.
428	Entailment	A song is being played by a clown	A clown is singing
429	Entailment	A young girl is jumping rope on a sidewalk near a parking lot.	A girl is skipping rope on a sidewalk near a parking lot
430	Entailment	A man is playing the guitar	A man is playing a guitar
