id	label	premise	hipothesis
375	4.4	A small child is riding a plastic motorcycle	A small child is playing with a plastic motorcycle
376	4.9	A dog, which is brown, is jumping in the air	A brown dog is jumping in the air
377	4.7	A man is quickly mincing some mushrooms with a knife	A person is quickly cutting mushrooms with a knife.
378	5.0	A dog that has white and brown fur is trotting in the shallows	A dog that has brown and white fur is trotting in the shallows
379	5.0	A light brown dog is running up the street	The light brown dog is running up the street
380	4.8	A woman is cutting broccoli	Broccoli are being cut by a woman
381	4.3	A man is riding a horse in the desert	A man is riding a horse on a sandy ground.
382	5.0	Smiling boy in winter clothes is waving his gloved hands outside the building in the snow	A smiling boy in winter clothes is waving his gloved hands outside a snow building
383	4.1	Rhino is grazing in the grass	An animal is grazing in a field
384	4.7	A black man is deftly dancing break on the floor	A black man is dancing break on the sidewalk
385	4.9	A tiny brown and white dog is running on the sidewalk.	A little brown and white dog is running on the sidewalk
386	4.5	Some men are playing cricket	Some people are playing cricket
387	4.8	The woman is riding elephant	The elephant is being ridden by the woman
388	4.2	The boy is riding a bicycle on top of a metal fence	A cyclist is pedaling over the top of a fence
389	4.3	The man is hammering a nail with a camera	A camera is being hung on the nail by a man
390	4.8	A woman is using a sewing machine.	A woman is using a sewing machine
391	4.9	A young child is riding a bicycle on a bumpy dirt track	A young child is riding a bicycle on a bumpy dirt path
392	4.8	A woman is cracking eggs	A woman is breaking eggs
393	4.9	A man is talking	A man is talking
394	4.6	A little white dog is running across the lawn	A white wee dog is running on a lawn
395	4.4	A man is riding a motorcycle at a motocross-related event.	A person is riding a motorbike at a motocross-related event.
396	4.6	A woman is absently peeling a potato	A woman is peeling a potato
397	4.7	A teenage boy is talking to a girl with an internet camera	A teenage boy is talking to a girl with a webcam
398	4.7	A cat is eagerly eating corn on the cob	A cat is eating some corn
399	4.7	The woman is stirring meat in a bowl	A lady is mixing a meat mixture in a bowl.
400	4.9	A man is carrying a woman	A woman is being carried by a man
401	4.9	A woman is catching and holding a kangaroo baby	A woman is catching and holding a baby kangaroo in her arms.
402	4.8	A racket is being held by a tennis player in the middle of the game.	A tennis player in the middle of the game is holding a racket
403	5.0	The bike is being pedaled by a girl in a weird outfit	A girl in strange clothes is riding the bicycle
404	4.0	A child in red clothes is jumping on a trampoline	A small boy in red clothes is jumping in the air
405	4.8	A black dog is playing with a brown dog in the sand	The black dog is playing with the brown dog in the sand
406	4.5	The men are playing soccer	The men are playing with a ball
407	4.5	A small girl is playing a grand piano on stage	A little girl is playing the piano
408	4.8	Two people are wading by the water	A group of people are wading through the water.
409	4.9	Young boy in a blue shirt is jumping into the water	A young boy in the blue shirt is jumping in the water
410	4.5	A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside	A blonde woman is sitting on the roof of a yellow vehicle and two people are inside
411	4.9	The violin is being played by a woman	A woman is playing the violin
412	4.4	Some old women are talking	Some women are talking
413	4.9	The girl is carrying a board and is being followed by a group of people.	The girl is carrying a sign and a group of people are following her
414	4.7	Some people playing soccer are kicking a soccer ball into the goal	Soccer players are kicking a soccer ball in the goal
415	4.2	A man is performing tricks with a soccer ball	A man is kicking a soccer ball on the pitch
416	5.0	A woman is slicing a potato	A woman is cutting a potato
417	4.3	An oriental lady is cutting a carrot into thin pieces	Carrot is being sliced by a woman
418	4.2	Two kids are playing in a statue	Wee kids are climbing a statue in a park
419	4.6	A man is shooting with a shotgun.	A man is firing a gun
420	3.8	Four Middle Eastern children, three girls and one boy, are climbing into the cave with a pink interior.	A group of children are playing in a colorful structure.
421	4.8	A man is breaking wooden tables with his hand.	A man is breaking planks made of wood with his hands.
422	4.4	A married couple is walking down the aisle	A married couple is walking down the aisle
423	4.8	A man is spreading dough	The dough is being stretched by a man
424	4.4	A woman is vigorously breaking two eggs in a bowl.	A woman is breaking two eggs in a bowl
425	4.9	A man is talking	A man is talking
426	4.9	The man is lifting dumbbells	A man is lifting bars
427	4.8	A man is standing next to a bird cage that is large and colorful.	A man is standing near a large and colorful bird cage.
428	4.8	A song is being played by a clown	A clown is singing
429	4.7	A young girl is jumping rope on a sidewalk near a parking lot.	A girl is skipping rope on a sidewalk near a parking lot
430	4.9	A man is playing the guitar	A man is playing a guitar
431	5.0	A white dog is standing on a grassy hill	A white dog is standing on a grassy slope
432	4.6	The man is austerely playing a piano	The man is playing a piano
433	4.5	A white dog is standing on the leaves on the ground.	A white dog is standing on top of fallen leaves.
434	4.4	Boy is mowing the sidewalk grass with scissors	A child is mowing grass with scissors
435	4.7	A man is breaking a concrete block with a sledgehammer	A man is breaking a concrete slab with a sledgehammer
436	4.8	The little dog is running and the person who owns it is trying to catch him	A small dog is running and its owner is trying to catch it.
437	4.65	A man is sitting on the floor in a room and is strumming a guitar	A man is sitting on the floor and is playing a guitar
438	4.6	A man is playing the guitar	Someone is playing the guitar
439	4.7	A blonde girl is suspended by gymnastic ropes	A girl is hanging by gymnastic ropes
440	4.7	The man is playing the piano in a fun way with his nose	A man is touching the keyboard with his nose
441	4.0	The red fantasy woman is leaning against a brick wall and playing an instrument	A woman in a red dress is playing an instrument
442	4.5	The group of men are playing rugby on a muddy hill.	Rugby is being played by some men
443	4.8	A black dog is standing in the shallow	A dog with black coat is standing in the shallow
444	4.9	A man is speedily chopping some mushrooms with a knife	A man is quickly mincing some mushrooms with a knife
445	4.9	Some people are singing	People are singing
446	4.6	A woman is rubbing a zucchini with a vegetable brush	A person is rubbing a zucchini
447	4.9	A dog is near the red ball in the air	A dog stands near a red-colored ball that is in the air.
448	4.7	A man is participating in a bmxs race	A man is participating in a bmx race
449	4.4	A cat is eating corn on the cob	A cat is eating some corn
450	4.8	A little child is greedily drinking water from the cup.	A little child is drinking water from the cup.
451	1.5	A guy is playing excitedly with a sock ball	The man is not playing the piano
452	5.0	A brown dog is running across the tall green grass	A brown dog is running through the grass that is tall and green
453	4.8	The man is talking on the telephone handset	The man is talking on the phone
454	4.9	A potato is being sliced by man	The man is slicing the potato
455	4.5	A man is holding an electronic device.	A person is holding an electronic device.
456	4.9	One man is climbing a rocky wall and another man is holding a rope.	One man is climbing a wall made of stone and another man is holding the rope
457	5.0	The man is playing a harp	A man is playing a harp
458	4.8	An aircraft is taking off	A plane is taking off
459	4.7	A man is riding a horse on the beach	A guy is riding a horse
460	4.7	A biker is wearing a gear that is black	One person riding a bicycle is wearing equipment that is black
461	4.9	A man is standing at dusk on an almost untouched snow-covered road that is lit only by headlights.	A man is standing at dusk on an almost untouched snowy road that is lit only by headlights.
